id_curso;nome_curso;Link;eixos_tematicos;certificador;conteudista;carga_horaria;disponibilidade_dias;tipo_oferta;apresentacao;publico_alvo;conteudo_programatico;data_lancamento;Acessibilidade;Observacao
77;A importância das técnicas de conservação de energia corporal na pessoa com Esclerose Lateral;https://avasus.ufrn.br/local/avasplugin/cursos/curso.php?id=577;Saúde;Avasus;UFRN / SEDIS / LAIS / MS;15;;;Apresentar aos cuidadores técnicas de conservação de energia corporal para pacientes com Esclerose Lateral Amiotrófica.;;;2023;;
80;Estrategias de autocuidado y bienestar para personas sobrevivientes de la COVID-19 y sus cuidadores/famílias;https://avasus.ufrn.br/local/avasplugin/cursos/curso.php?id=568;Saúde;Avasus;UFRN / SEDIS / LAIS / MCTI / UNAL / HUN / MS;15;;;Conocer estrategias de autocuidado y bienestar basados en evidencia científica, que sean útiles en la etapa post-COVID-19 para pacientes y cuidadores.;;;2023;;
81;Estratégias de autocuidado e bem-estar para sobreviventes de covid-19 e seus cuidadores/famílias;https://avasus.ufrn.br/local/avasplugin/cursos/curso.php?id=567;Saúde;Avasus;UFRN / SEDIS / LAIS / MCTI / UNAL / HUN / MS;15;;;Conhecer estratégias de autocuidado e bem-estar baseadas em evidências científicas que são úteis no estágio pós-COVID-19 para pacientes e cuidadores;;;2023;;
83;Acesso e acolhimento das populações-chave do HIV AIDS nos serviços de saúde;https://avasus.ufrn.br/local/avasplugin/cursos/curso.php?id=565;Saúde;Avasus;UFRN / SEDIS / LAIS / UNESCO / MS;20;;;O curso tem por objetivo principal qualificar ações dos trabalhadores da saúde para o acolhimento livre de discriminação com vistas a ampliar o acesso ao cuidado das pessoas vivendo com HIV/Aids e as estratégias de prevenção combinada. Ele é feito a partir de casos clínicos complexos, aproximando a pauta do dia-a-dia desses profissionais.;;4o mini;2022;;
86;Atualização das principais recomendações do Protocolo Clínico e Diretrizes Terapêuticas de hepatite B e coinfecções;https://avasus.ufrn.br/local/avasplugin/cursos/curso.php?id=562;Saúde;Avasus;UFRN / SEDIS / LAIS / UNESCO / MS;20;;;Capacitar os profissionais de saúde que atuam na linha de cuidado de Hepatite B  com base nas recomendações do novo Protocolo Clínico e Diretrizes Terapêuticas de Hepatite B e Coinfecções.;;;2023;;
89;Course for the management of LTBI, TB and TB-HIV at all healthcare levels;https://avasus.ufrn.br/local/avasplugin/cursos/curso.php?id=558;Saúde;Avasus;UFRN / SEDIS / LAIS / OPAS / MS;90;;;To train professionals who work in the prevention and control of tuberculosis in all spheres of care and management to qualify their performance in the fight against the disease in the country.;;;2022;;
90;Curso para o manejo da ILTB, TB e TB-HIV em todos os níveis de atenção à saúde;https://avasus.ufrn.br/local/avasplugin/cursos/curso.php?id=556;Saúde;Avasus;SEDIS / LAIS / OPAS / UFRN / MS;90;;;Capacitar profissionais que atuam na prevenção e controle da tuberculose em todas as esferas de atenção e da gestão para qualificar a atuação no enfrentamento à doença no país.;;;2022;;
91;Atualização para gestores do SUS: temas atuais sobre sífilis;https://avasus.ufrn.br/local/avasplugin/cursos/curso.php?id=555;Saúde;Avasus;UFRN / SEDIS / LAIS / NESC / MS;4;;;Promover atualização de gestores e gerentes de saúde por meio do Projeto “Sífilis Não” e suas ações para o enfrentamento da sífilis em âmbito nacional e local.;;;2023;;
93;A Dor Nos Tempos Da Sífilis;https://avasus.ufrn.br/local/avasplugin/cursos/curso.php?id=553;Saúde;Avasus;UFRN / SEDIS / LAIS / EBSERH / HUOL / UC / MS;10;;;História da sífilis e seu impacto na saúde pública. Etiologia, classificação clínica e sintomatologia da sífilis. Diagnóstico e tratamento da sífilis. Atendimento humanizado. Princípios do conhecimento pertinente. Etapas de construção do Projeto Terapêutico Singular (PTS).;;;2022;;
95;RevELAndo os cuidados pessoais na Esclerose Lateral Amiotrófica;https://avasus.ufrn.br/local/avasplugin/cursos/curso.php?id=550;Saúde;Avasus;UFRN / SEDIS / LAIS / MS;15;;;Esclarecer a importância dos cuidados pessoais de pacientes com esclerose lateral amiotrófica, ou seja, aqueles cuidados exercidos fora do ambiente consultório-assistencial.;;;2023;;
96;RevELAndo o sono e as complicações gerais na ELA;https://avasus.ufrn.br/local/avasplugin/cursos/curso.php?id=549;Saúde;Avasus;UFRN / SEDIS / LAIS / MS;20;;;Cuidados pessoais de pessoas com ELA. Sono. Situações de urgência. ;;;2023;;
97;Biologia, monitoramento e controle de Aedes aegypti;https://avasus.ufrn.br/local/avasplugin/cursos/curso.php?id=528;Saúde;Avasus;UFRN / SEDIS / LAIS / MS;40;;;Atualizar gestores e profissionais de nível superior, que atuam na vigilância em saúde, sobre as ações de gestão, vigilância, controle, mobilização social, comunicação e educação em saúde relacionadas ao vetor Aedes aegypti.;;;2024;;
99;Sífilis: Diagnóstico e Tratamento;https://avasus.ufrn.br/local/avasplugin/cursos/curso.php?id=526;Saúde;Avasus;UFRN / SEDIS / LAIS / EBSERH / HUOL / MS;30;;;"Promover atualização dos profissionais de saúde acerca do diagnóstico e do tratamento da sífilis.
";;;2023;;
100;Sífilis: Aspectos Clínicos e Diagnóstico Diferencial;https://avasus.ufrn.br/local/avasplugin/cursos/curso.php?id=523;Saúde;Avasus;UFRN / SEDIS / LAIS / HUOL / EBSERH / UC / MS;30;;;Promover a atualização dos profissionais de saúde acerca dos conceitos essenciais para o reconhecimento e tratamento precoce da sífilis, aspectos fundamentais ao controle da doença.;;;2022;;
104;Curso Teórico de Manejo do Aleitamento Materno;https://avasus.ufrn.br/local/avasplugin/cursos/curso.php?id=510;Saúde;Avasus;UFRN / SEDIS / LAIS / MS;60;;;https://avasus.ufrn.br/local/avasplugin/cursos/curso.php?id=510;;;2022;;
105;Course on Comprehensive Care for People with Sexually Transmitted Infections;https://avasus.ufrn.br/local/avasplugin/cursos/curso.php?id=508;Saúde;Avasus;OPAS / UFRN / SEDIS / LAIS / NAVI / IFRN / MS;90;;;Address the main subjects related to the comprehensive care of people with sexually transmitted infections.;;;2021;;
112;Curso autoinstrucional para a formação e disseminação do Protocolo Clínico e Diretrizes Terapêuticas para o Manejo das Infecções Sexualmente Transmissíveis produzido pelo Ministério da Saúde;https://avasus.ufrn.br/local/avasplugin/cursos/curso.php?id=499;Saúde;Avasus;UFRN / IFRN / OPAS / LAIS / SEDIS / NAVI / MS;90;;;Abordar os principais temas relacionados ao Protocolo Clínico e Diretrizes Terapêuticas para o tratamento de Infecções Sexualmente Transmissíveis (PCDT/IST) do Ministério da Saúde do Brasil.;;;2021;;
114;Orientações nutricionais específicas na ELA;https://avasus.ufrn.br/local/avasplugin/cursos/curso.php?id=497;Saúde;Avasus;UFRN / SEDIS / LAIS / MS;15;;;Reconhecer a importância das orientações nutricionais específicas em algumas condições clínicas dos pacientes com ELA.;;;2021;;
115;Alimentação por sonda na ELA;https://avasus.ufrn.br/local/avasplugin/cursos/curso.php?id=496;Saúde;Avasus;UFRN / SEDIS / LAIS / MS;15;;;Aprender os conceitos básicos de nutrição enteral e os tipos de dietas enterais, especialmente quanto ao preparo e administração da dieta em pacientes com ELA.;;;2021;;
116;Cuidadores na Assistência ao Paciente – Cuidados respiratórios na ELA;https://avasus.ufrn.br/local/avasplugin/cursos/curso.php?id=495;Saúde;Avasus;UFRN / SEDIS / LAIS / MS;30;;;O curso de Cuidadores na Assistência ao Paciente – Cuidados respiratórios na ELA, conta com 5 aulas que esclarecem como o sistema respiratórios é afetado pela Esclerose Lateral Amiotrófica (ELA) e como os cuidadores podem colaborar para que o pacientes com essa doença possam ter uma melhor manejo dos sintomas respiratórios. Durante o curso o aluno irá aprender sobre a fisiologia do sistema respiratório e como é atingido pela ELA, o que é Ventilação Não Invasiva (VNI) e como utilizar, além de cuidados que podem ser implementados para aumentar a tosse nesses pacientes. Ao final do curso o cuidador estará apto a realizar cuidados respiratórios a domicilio em pacientes com ELA.;;;2021;;
117;Avaliação Básica Por Imagem Das Doenças Do Sistema Musculoesquelético;https://avasus.ufrn.br/local/avasplugin/cursos/curso.php?id=494;Saúde;Avasus;UFRN / SEDIS / LAIS / MS;30;;;Fornecer noções básicas sobre a avaliação por imagem das doenças do sistema musculoesquelético.;;;2021;;
118;Modificações Dietéticas na ELA;https://avasus.ufrn.br/local/avasplugin/cursos/curso.php?id=493;Saúde;Avasus;UFRN / SEDIS / LAIS / MS;15;;;Aprender os tipos de modificações dietéticas, especialmente quanto ao teor de energia e proteínas e quanto a consistência. Essas modificações dietéticas são aquelas mais usadas nos pacientes com ELA.;;;2021;;
119;Alimentação e Nutrição na ELA;https://avasus.ufrn.br/local/avasplugin/cursos/curso.php?id=492;Saúde;Avasus;UFRN / SEDIS / LAIS / MS;20;;;Este módulo trará informações básicas e esclarecedoras sobre a alimentação, como também nutrição na ELA. O estudo será dividido em três unidades, numa linguagem bastante acessível e prazerosa. Na primeira unidade, iremos conversar sobre o estado nutricional. Na segunda unidade, iremos estudar sobre a composição nutricional dos alimentos. Na terceira unidade, abordaremos a importância da alimentação saudável e como fazer boas escolhas alimentares.;;;2021;;
119;Gestão em Ouvidoria;https://www.escolavirtual.gov.br/curso/119;Transparência, Controle e Participação;Enap;Ouvidoria-Geral da União;20;30;Curso Aberto;A Ouvidoria Pública atua no processo de interlocução entre o cidadão e a Administração Pública, a fim de que as manifestações decorrentes do exercício da cidadania provoquem a melhoria dos serviços públicos prestados. O objetivo desse curso é capacitar pessoas sobre fundamentos e atividades relacionadas à Ouvidoria Pública.;Agentes públicos que desenvolvam suas atividades em ouvidorias ou em áreas que tratem de temas afins. Curso aberto, gratuito e com certificado, qualquer pessoa pode se inscrever.;1 Fundamentos e atuação da Ouvidoria Pública 1.1 Conceito de Ouvidoria Pública1.2 Histórico das Ouvidorias Públicas no Brasil1.3 Público das Ouvidorias1.4 Funções do Ouvidor1.5 Requisitos para o bom funcionamento da Ouvidoria 2 Atendimento ao cidadão nas Ouvidorias Públicas 2.1 Importância2.2 Fluxo2.3 Acesso à Informação 3 Utilização de ferramentas gerenciais e tecnológicas 3.1 Planejamento3.2 Plano de Trabalho e Fluxo de Atendimento3.3 Relatórios gerenciais3.4 Ferramentas tecnológicas e manifestações de Ouvidoria;09/05/2017;;
120;Farmácia Clínica: uma abordagem sobre gestação de alto risco e terapia intensiva neonatal;https://avasus.ufrn.br/local/avasplugin/cursos/curso.php?id=486;Saúde;Avasus;UFRN / SEDIS / LAIS / EBSERH / MEJC / MS;60;;;Capacitar os farmacêuticos para atuar na Farmácia Clínica na gestação de alto risco e neonatologia.;;;2021;;
120;Resolução de Conflitos Aplicada ao Contexto das Ouvidorias;https://www.escolavirtual.gov.br/curso/120;Transparência, Controle e Participação;Enap;Ouvidoria-Geral da União;20;30;Curso Aberto;Os conflitos e divergências fazem parte da humanidade. Todavia, as maneiras de solucionar os desacordos podem ser diferentes. Nesse curso, você conhecerá algumas formas de mediar e solucionar conflitos no âmbito das Ouvidorias Públicas.;Agentes públicos que integrem o Poder Executivo federal que desenvolvam atividades em ouvidorias ou em áreas que tratem de temas afins. Curso aberto, gratuito e com certificado, qualquer pessoa pode se inscrever.;1 Resolução de conflitos na ouvidoria 1.1 Diálogo como instrumento para resolução de conflitos1.2 Modalidades de resolução de conflito1.3 Processos autocompositivos1.4 Experiências de solução consensual de conflitos entre estado e cidadão no Brasil 2 Ouvidoria Pública 2.1 Resolução de conflitos com o público interno e externo2.2 Facilitador de resolução de conflitos2.3 Ouvidoria como espaço de excelência para resolução de conflitos2.4 Resolução consensual de conflitos3 Técnicas de resolução pacífica de conflitos aplicáveis às Ouvidorias Públicas;42899;;
121;Gestão de Equipamentos Médico-Assistenciais (120h);https://avasus.ufrn.br/local/avasplugin/cursos/curso.php?id=485;Saúde;Avasus;UFRN / SEDIS / LAIS / MS;120;;;Capacitar gestores públicos para atuar na gestão do ciclo de vida útil de EMAs, assim permitindo conhecer todas as ações recomendáveis e legais desde o plano para aquisição de uma tecnologia, até sua alienação quando atingida a obsolescência.;;;2021;;
125;covid-19: capacitação para vacinadores;https://avasus.ufrn.br/local/avasplugin/cursos/curso.php?id=478;Saúde;Avasus;UFRN / SEDIS / LAIS / DEB / SESAP / RN Mais Vacinas / UERN / MS;15;;;Este módulo traz os principais conteúdos relacionados ao dia a dia de uma sala de vacina e do processo de trabalho da equipe de vacinadores e/ou responsável técnico, seja ele enfermeiro ou técnico de enfermagem. Dessa forma, visa contribuir com o fortalecimento do processo de trabalho dessa equipe e com a qualificação e as boas práticas, culminando na segurança do paciente e na qualificação do SUS em todo o Brasil.;;;2021;;
127;Infecções Sexualmente Transmissíveis (IST): Atualizando Conhecimentos;https://avasus.ufrn.br/local/avasplugin/cursos/curso.php?id=476;Saúde;Avasus;UFRN / SEDIS / LAIS / HUOL / EBSERH / UC / CEIS 20 / MS;30;;;Noções básicas sobre Infecções Sexualmente Transmissíveis (IST). Agentes etiológicos e seus mecanismos de transmissão. Aspectos etiopatológicos da sífilis. Contextualização da sífilis no universo das IST. Tópicos importantes em gestão e rede de atenção da sífilis. Prevenção e promoção à saúde sexual.;;;2021;;
